index,Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
1480,2016,12,Southern Tier,Chenango,600,580000
1481,2016,12,North Country,Clinton,900,750000
1482,2016,12,Capital,Columbia,400,430000
1483,2016,12,Central New York,Cortland,800,800000
1484,2016,12,Southern Tier,Delaware,500,410000
1485,2016,12,Hudson Valley,Dutchess,1900,1920000
1486,2016,12,Western New York,Erie,9900,9370000
1487,2016,12,North Country,Essex,400,410000
1488,2016,12,North Country,Franklin,500,500000
1489,2016,12,Mohawk Valley,Fulton,600,510000
1490,2016,12,Finger Lakes,Genesee,800,740000
1491,2016,12,Capital,Greene,500,420000
1492,2016,12,North Country,Hamilton,100,110000
1493,2016,12,Mohawk Valley,Herkimer,800,800000
1494,2016,12,North Country,Jefferson,1600,1490000
1495,2016,12,New York City,Kings,19000,19670000
1496,2016,12,North Country,Lewis,500,510000
1497,2016,12,Finger Lakes,Livingston,800,710000
1498,2016,12,Central New York,Madison,900,870000
1499,2016,12,Finger Lakes,Monroe,6400,6040000
1500,2016,12,Mohawk Valley,Montgomery,800,720000
1501,2016,12,Long Island,Nassau,8500,9250000
1502,2016,12,New York City,New York,13000,14260000
1503,2016,12,Western New York,Niagara,3200,2870000
1504,2016,12,Mohawk Valley,Oneida,2200,1980000
1505,2016,12,Central New York,Onondaga,3900,3780000
1506,2016,12,Finger Lakes,Ontario,1200,1080000
1507,2016,12,Hudson Valley,Orange,2400,2490000
1508,2016,12,Finger Lakes,Orleans,500,480000
1509,2016,12,Central New York,Oswego,1900,1790000
1510,2016,12,Mohawk Valley,Otsego,700,570000
1511,2016,12,Out-of-State Resident,Out-of-State,14900,18550000
1512,2016,12,Hudson Valley,Putnam,700,730000
1513,2016,12,New York City,Queens,15100,15970000
1514,2016,12,Capital,Rensselaer,1300,1280000
1515,2016,12,New York City,Richmond,3200,3410000
1516,2016,12,Hudson Valley,Rockland,1800,1860000
1517,2016,12,Capital,Saratoga,1700,1710000
1518,2016,12,Capital,Schenectady,1300,1180000
1519,2016,12,Mohawk Valley,Schoharie,400,370000
1520,2016,12,Southern Tier,Schuyler,300,270000
1521,2016,12,Finger Lakes,Seneca,300,290000
1522,2016,12,Southern Tier,Steuben,1200,1010000
1523,2016,12,North Country,St. Lawrence,1400,1200000
1524,2016,12,Long Island,Suffolk,12100,13120000
1525,2016,12,Hudson Valley,Sullivan,700,640000
1526,2016,12,Southern Tier,Tioga,500,500000
1527,2016,12,Southern Tier,Tompkins,600,510000
1528,2016,12,Hudson Valley,Ulster,1500,1450000
1529,2016,12,Unknown Geography,Unknown,200,280000
1530,2016,12,Capital,Warren,1000,910000
1531,2016,12,Capital,Washington,700,580000
1532,2016,12,Finger Lakes,Wayne,1200,1070000
1533,2016,12,Hudson Valley,Westchester,6300,6750000
1534,2016,12,Finger Lakes,Wyoming,700,650000
1535,2016,12,Finger Lakes,Yates,300,220000
1536,2016,11,Capital,Albany,1700,1620000
1537,2016,11,Western New York,Allegany,500,420000
1538,2016,11,New York City,Bronx,12700,12390000
1539,2016,11,Southern Tier,Broome,1600,1380000
1540,2016,11,Western New York,Cattaraugus,1100,860000
1541,2016,11,Central New York,Cayuga,800,630000
1542,2016,11,Western New York,Chautauqua,1900,1320000
1543,2016,11,Southern Tier,Chemung,700,540000
1544,2016,11,Southern Tier,Chenango,500,470000
1545,2016,11,North Country,Clinton,700,580000
1546,2016,11,Capital,Columbia,300,320000
1547,2016,11,Central New York,Cortland,600,590000
1548,2016,11,Southern Tier,Delaware,300,300000
1549,2016,11,Hudson Valley,Dutchess,1500,1650000
1550,2016,11,Western New York,Erie,8700,8050000
1551,2016,11,North Country,Essex,400,300000
1552,2016,11,North Country,Franklin,400,390000
1553,2016,11,Mohawk Valley,Fulton,400,400000
1554,2016,11,Finger Lakes,Genesee,700,590000
1555,2016,11,Capital,Greene,400,360000
1556,2016,11,North Country,Hamilton,100,100000
1557,2016,11,Mohawk Valley,Herkimer,700,570000
1558,2016,11,North Country,Jefferson,1500,1180000
1559,2016,11,New York City,Kings,18600,19990000
1560,2016,11,North Country,Lewis,500,370000
1561,2016,11,Finger Lakes,Livingston,700,550000
1562,2016,11,Central New York,Madison,700,580000
1563,2016,11,Finger Lakes,Monroe,6100,5520000
1564,2016,11,Mohawk Valley,Montgomery,600,490000
1565,2016,11,Long Island,Nassau,7900,9220000
1566,2016,11,New York City,New York,12900,14900000
1567,2016,11,Western New York,Niagara,2600,2240000
1568,2016,11,Mohawk Valley,Oneida,1900,1510000
1569,2016,11,Central New York,Onondaga,3500,3110000
1570,2016,11,Finger Lakes,Ontario,900,790000
1571,2016,11,Hudson Valley,Orange,2400,2320000
1572,2016,11,Finger Lakes,Orleans,500,350000
1573,2016,11,Central New York,Oswego,1600,1410000
1574,2016,11,Mohawk Valley,Otsego,500,370000
1575,2016,11,Out-of-State Resident,Out-of-State,14100,18330000
1576,2016,11,Hudson Valley,Putnam,600,650000
1577,2016,11,New York City,Queens,14700,16390000
1578,2016,11,Capital,Rensselaer,1000,1000000
1579,2016,11,New York City,Richmond,3000,3390000
1580,2016,11,Hudson Valley,Rockland,1600,1730000
1581,2016,11,Capital,Saratoga,1400,1370000
1582,2016,11,Capital,Schenectady,1100,1040000
1583,2016,11,Mohawk Valley,Schoharie,300,230000
1584,2016,11,Southern Tier,Schuyler,200,190000
1585,2016,11,Finger Lakes,Seneca,300,220000
1586,2016,11,Southern Tier,Steuben,1000,800000
1587,2016,11,North Country,St. Lawrence,1100,900000
1588,2016,11,Long Island,Suffolk,11100,12220000
1589,2016,11,Hudson Valley,Sullivan,600,530000
1590,2016,11,Southern Tier,Tioga,400,380000
1591,2016,11,Southern Tier,Tompkins,400,420000
1592,2016,11,Hudson Valley,Ulster,1300,1230000
1593,2016,11,Unknown Geography,Unknown,200,290000
1594,2016,11,Capital,Warren,800,730000
1595,2016,11,Capital,Washington,500,440000
1596,2016,11,Finger Lakes,Wayne,1000,850000
1597,2016,11,Hudson Valley,Westchester,5700,6360000
1598,2016,11,Finger Lakes,Wyoming,700,460000
1599,2016,11,Finger Lakes,Yates,200,170000
1600,2016,10,Capital,Albany,1400,1470000
1601,2016,10,Western New York,Allegany,300,290000
1602,2016,10,New York City,Bronx,12800,12920000
1603,2016,10,Southern Tier,Broome,1200,1060000
1604,2016,10,Western New York,Cattaraugus,700,680000
1605,2016,10,Central New York,Cayuga,500,480000
1606,2016,10,Western New York,Chautauqua,1000,990000
1607,2016,10,Southern Tier,Chemung,600,500000
1608,2016,10,Southern Tier,Chenango,400,370000
1609,2016,10,North Country,Clinton,500,500000
1610,2016,10,Capital,Columbia,200,250000
1611,2016,10,Central New York,Cortland,400,350000
1612,2016,10,Southern Tier,Delaware,200,210000
1613,2016,10,Hudson Valley,Dutchess,1400,1540000
1614,2016,10,Western New York,Erie,7100,6970000
1615,2016,10,North Country,Essex,200,180000
1616,2016,10,North Country,Franklin,300,290000
1617,2016,10,Mohawk Valley,Fulton,300,310000
1618,2016,10,Finger Lakes,Genesee,500,430000
1619,2016,10,Capital,Greene,300,250000
1620,2016,10,North Country,Hamilton,100,30000
1621,2016,10,Mohawk Valley,Herkimer,400,330000
1622,2016,10,North Country,Jefferson,1000,900000
1623,2016,10,New York City,Kings,19100,20510000
1624,2016,10,North Country,Lewis,200,210000
1625,2016,10,Finger Lakes,Livingston,500,470000
1626,2016,10,Central New York,Madison,400,370000
1627,2016,10,Finger Lakes,Monroe,4900,5040000
1628,2016,10,Mohawk Valley,Montgomery,400,360000
1629,2016,10,Long Island,Nassau,7800,8880000
1630,2016,10,New York City,New York,13000,14940000
1631,2016,10,Western New York,Niagara,2000,1830000
1632,2016,10,Mohawk Valley,Oneida,1300,1190000
1633,2016,10,Central New York,Onondaga,2700,2700000
1634,2016,10,Finger Lakes,Ontario,600,600000
1635,2016,10,Hudson Valley,Orange,2100,2280000
1636,2016,10,Finger Lakes,Orleans,300,260000
1637,2016,10,Central New York,Oswego,1100,1080000
1638,2016,10,Mohawk Valley,Otsego,300,260000
1639,2016,10,Out-of-State Resident,Out-of-State,13200,17540000
1640,2016,10,Hudson Valley,Putnam,600,650000
1641,2016,10,New York City,Queens,14700,16560000
1642,2016,10,Capital,Rensselaer,800,890000
1643,2016,10,New York City,Richmond,3000,3400000
1644,2016,10,Hudson Valley,Rockland,1600,1680000
1645,2016,10,Capital,Saratoga,1100,1180000
1646,2016,10,Capital,Schenectady,1000,1020000
1647,2016,10,Mohawk Valley,Schoharie,200,190000
1648,2016,10,Southern Tier,Schuyler,100,110000
1649,2016,10,Finger Lakes,Seneca,200,190000
1650,2016,10,Southern Tier,Steuben,600,600000
1651,2016,10,North Country,St. Lawrence,700,610000
1652,2016,10,Long Island,Suffolk,9700,10580000
1653,2016,10,Hudson Valley,Sullivan,400,410000
1654,2016,10,Southern Tier,Tioga,300,310000
1655,2016,10,Southern Tier,Tompkins,300,350000
1656,2016,10,Hudson Valley,Ulster,1100,1070000
1657,2016,10,Unknown Geography,Unknown,100,150000
1658,2016,10,Capital,Warren,500,460000
1659,2016,10,Capital,Washington,400,330000
1660,2016,10,Finger Lakes,Wayne,700,630000
1661,2016,10,Hudson Valley,Westchester,5400,6120000
1662,2016,10,Finger Lakes,Wyoming,400,300000
1663,2016,10,Finger Lakes,Yates,100,120000
1664,2016,9,Capital,Albany,1600,1460000
1665,2016,9,Western New York,Allegany,300,250000
1666,2016,9,New York City,Bronx,15800,13050000
1667,2016,9,Southern Tier,Broome,1100,920000
1668,2016,9,Western New York,Cattaraugus,800,580000
1669,2016,9,Central New York,Cayuga,500,420000
1670,2016,9,Western New York,Chautauqua,1400,840000
1671,2016,9,Southern Tier,Chemung,600,490000
1672,2016,9,Southern Tier,Chenango,300,320000
1673,2016,9,North Country,Clinton,800,480000
1674,2016,9,Capital,Columbia,300,240000
1675,2016,9,Central New York,Cortland,300,230000
1676,2016,9,Southern Tier,Delaware,200,190000
1677,2016,9,Hudson Valley,Dutchess,1600,1480000
1678,2016,9,Western New York,Erie,8000,6510000
1679,2016,9,North Country,Essex,200,140000
1680,2016,9,North Country,Franklin,300,250000
1681,2016,9,Mohawk Valley,Fulton,300,290000
1682,2016,9,Finger Lakes,Genesee,400,360000
1683,2016,9,Capital,Greene,300,240000
1684,2016,9,North Country,Hamilton,0,0
1685,2016,9,Mohawk Valley,Herkimer,400,280000
1686,2016,9,North Country,Jefferson,800,680000
1687,2016,9,New York City,Kings,23500,21230000
1688,2016,9,North Country,Lewis,200,200000
1689,2016,9,Finger Lakes,Livingston,400,380000
1690,2016,9,Central New York,Madison,400,340000
1691,2016,9,Finger Lakes,Monroe,5700,5030000
1692,2016,9,Mohawk Valley,Montgomery,400,330000
1693,2016,9,Long Island,Nassau,9400,8880000
1694,2016,9,New York City,New York,14300,14750000
1695,2016,9,Western New York,Niagara,2300,1660000
1696,2016,9,Mohawk Valley,Oneida,1200,1060000
1697,2016,9,Central New York,Onondaga,2900,2570000
1698,2016,9,Finger Lakes,Ontario,600,530000
1699,2016,9,Hudson Valley,Orange,2500,2220000
1700,2016,9,Finger Lakes,Orleans,300,230000
1701,2016,9,Central New York,Oswego,1100,970000
1702,2016,9,Mohawk Valley,Otsego,300,230000
1703,2016,9,Out-of-State Resident,Out-of-State,13400,16410000
1704,2016,9,Hudson Valley,Putnam,600,600000
1705,2016,9,New York City,Queens,17100,16290000
1706,2016,9,Capital,Rensselaer,1000,870000
1707,2016,9,New York City,Richmond,4000,3560000
1708,2016,9,Hudson Valley,Rockland,1800,1620000
1709,2016,9,Capital,Saratoga,1100,1120000
1710,2016,9,Capital,Schenectady,1100,990000
1711,2016,9,Mohawk Valley,Schoharie,200,170000
1712,2016,9,Southern Tier,Schuyler,100,100000
1713,2016,9,Finger Lakes,Seneca,200,150000
1714,2016,9,Southern Tier,Steuben,700,550000
1715,2016,9,North Country,St. Lawrence,600,490000
1716,2016,9,Long Island,Suffolk,12500,10740000
1717,2016,9,Hudson Valley,Sullivan,500,390000
1718,2016,9,Southern Tier,Tioga,300,260000
1719,2016,9,Southern Tier,Tompkins,300,310000
1720,2016,9,Hudson Valley,Ulster,1400,1110000
1721,2016,9,Unknown Geography,Unknown,100,130000
1722,2016,9,Capital,Warren,400,390000
1723,2016,9,Capital,Washington,400,290000
1724,2016,9,Finger Lakes,Wayne,700,610000
1725,2016,9,Hudson Valley,Westchester,6700,6210000
1726,2016,9,Finger Lakes,Wyoming,300,240000
1727,2016,9,Finger Lakes,Yates,100,100000
1728,2016,8,Capital,Albany,2000,2200000
1729,2016,8,Western New York,Allegany,400,380000
1730,2016,8,New York City,Bronx,16700,18120000
1731,2016,8,Southern Tier,Broome,1400,1310000
1732,2016,8,Western New York,Cattaraugus,800,810000
1733,2016,8,Central New York,Cayuga,700,690000
1734,2016,8,Western New York,Chautauqua,1600,1180000
1735,2016,8,Southern Tier,Chemung,700,690000
1736,2016,8,Southern Tier,Chenango,400,450000
1737,2016,8,North Country,Clinton,1000,810000
1738,2016,8,Capital,Columbia,300,340000
1739,2016,8,Central New York,Cortland,400,390000
1740,2016,8,Southern Tier,Delaware,300,300000
1741,2016,8,Hudson Valley,Dutchess,1800,2160000
1742,2016,8,Western New York,Erie,8800,9140000
1743,2016,8,North Country,Essex,200,210000
1744,2016,8,North Country,Franklin,400,370000
1745,2016,8,Mohawk Valley,Fulton,400,410000
1746,2016,8,Finger Lakes,Genesee,500,490000
1747,2016,8,Capital,Greene,300,350000
1748,2016,8,North Country,Hamilton,0,0
1749,2016,8,Mohawk Valley,Herkimer,400,350000
1750,2016,8,North Country,Jefferson,900,1020000
1751,2016,8,New York City,Kings,24700,28850000
1752,2016,8,North Country,Lewis,300,320000
1753,2016,8,Finger Lakes,Livingston,500,490000
1754,2016,8,Central New York,Madison,500,470000
1755,2016,8,Finger Lakes,Monroe,6400,6950000
1756,2016,8,Mohawk Valley,Montgomery,500,520000
1757,2016,8,Long Island,Nassau,10200,12690000
1758,2016,8,New York City,New York,15200,18720000
1759,2016,8,Western New York,Niagara,2500,2410000
1760,2016,8,Mohawk Valley,Oneida,1500,1400000
1761,2016,8,Central New York,Onondaga,3200,3490000
1762,2016,8,Finger Lakes,Ontario,700,690000
1763,2016,8,Hudson Valley,Orange,2800,3120000
1764,2016,8,Finger Lakes,Orleans,400,390000
1765,2016,8,Central New York,Oswego,1200,1310000
1766,2016,8,Mohawk Valley,Otsego,400,410000
1767,2016,8,Out-of-State Resident,Out-of-State,14200,20020000
1768,2016,8,Hudson Valley,Putnam,700,880000
1769,2016,8,New York City,Queens,18000,21440000
1770,2016,8,Capital,Rensselaer,1200,1280000
1771,2016,8,New York City,Richmond,4200,5220000
1772,2016,8,Hudson Valley,Rockland,2000,2420000
1773,2016,8,Capital,Saratoga,1200,1480000
1774,2016,8,Capital,Schenectady,1300,1370000
1775,2016,8,Mohawk Valley,Schoharie,300,260000
1776,2016,8,Southern Tier,Schuyler,100,150000
1777,2016,8,Finger Lakes,Seneca,200,210000
1778,2016,8,Southern Tier,Steuben,800,760000
1779,2016,8,North Country,St. Lawrence,900,880000
1780,2016,8,Long Island,Suffolk,13700,17110000
1781,2016,8,Hudson Valley,Sullivan,500,530000
1782,2016,8,Southern Tier,Tioga,300,330000
1783,2016,8,Southern Tier,Tompkins,400,440000
1784,2016,8,Hudson Valley,Ulster,1600,1670000
1785,2016,8,Unknown Geography,Unknown,200,190000
1786,2016,8,Capital,Warren,400,510000
1787,2016,8,Capital,Washington,400,400000
1788,2016,8,Finger Lakes,Wayne,900,900000
1789,2016,8,Hudson Valley,Westchester,7300,8750000
1790,2016,8,Finger Lakes,Wyoming,400,320000
1791,2016,8,Finger Lakes,Yates,200,140000
1792,2016,7,Capital,Albany,2000,1870000
1793,2016,7,Western New York,Allegany,500,360000
1794,2016,7,New York City,Bronx,16200,14120000
1795,2016,7,Southern Tier,Broome,1500,1150000
1796,2016,7,Western New York,Cattaraugus,1000,690000
1797,2016,7,Central New York,Cayuga,700,600000
1798,2016,7,Western New York,Chautauqua,1700,1000000
1799,2016,7,Southern Tier,Chemung,800,600000
1800,2016,7,Southern Tier,Chenango,500,410000
1801,2016,7,North Country,Clinton,1000,690000
1802,2016,7,Capital,Columbia,300,280000
1803,2016,7,Central New York,Cortland,400,340000
1804,2016,7,Southern Tier,Delaware,300,300000
1805,2016,7,Hudson Valley,Dutchess,1800,1820000
1806,2016,7,Western New York,Erie,8800,7600000
1807,2016,7,North Country,Essex,200,160000
1808,2016,7,North Country,Franklin,300,290000
1809,2016,7,Mohawk Valley,Fulton,400,330000
1810,2016,7,Finger Lakes,Genesee,400,400000
1811,2016,7,Capital,Greene,400,320000
1812,2016,7,North Country,Hamilton,0,0
1813,2016,7,Mohawk Valley,Herkimer,400,320000
1814,2016,7,North Country,Jefferson,900,860000
1815,2016,7,New York City,Kings,23500,22450000
1816,2016,7,North Country,Lewis,300,310000
1817,2016,7,Finger Lakes,Livingston,500,450000
1818,2016,7,Central New York,Madison,500,390000
1819,2016,7,Finger Lakes,Monroe,6300,5630000
1820,2016,7,Mohawk Valley,Montgomery,500,440000
1821,2016,7,Long Island,Nassau,9900,10230000
1822,2016,7,New York City,New York,14500,14880000
1823,2016,7,Western New York,Niagara,2600,2050000
1824,2016,7,Mohawk Valley,Oneida,1600,1270000
1825,2016,7,Central New York,Onondaga,3200,2900000
1826,2016,7,Finger Lakes,Ontario,700,580000
1827,2016,7,Hudson Valley,Orange,2800,2530000
1828,2016,7,Finger Lakes,Orleans,500,340000
1829,2016,7,Central New York,Oswego,1200,1070000
1830,2016,7,Mohawk Valley,Otsego,400,360000
1831,2016,7,Out-of-State Resident,Out-of-State,14100,16690000
1832,2016,7,Hudson Valley,Putnam,700,700000
1833,2016,7,New York City,Queens,17300,17080000
1834,2016,7,Capital,Rensselaer,1200,1070000
1835,2016,7,New York City,Richmond,4000,3910000
1836,2016,7,Hudson Valley,Rockland,1900,1890000
1837,2016,7,Capital,Saratoga,1300,1250000
1838,2016,7,Capital,Schenectady,1300,1180000
1839,2016,7,Mohawk Valley,Schoharie,300,230000
1840,2016,7,Southern Tier,Schuyler,200,130000
1841,2016,7,Finger Lakes,Seneca,200,190000
1842,2016,7,Southern Tier,Steuben,900,730000
1843,2016,7,North Country,St. Lawrence,1000,790000
1844,2016,7,Long Island,Suffolk,13400,13710000
1845,2016,7,Hudson Valley,Sullivan,500,430000
1846,2016,7,Southern Tier,Tioga,300,310000
1847,2016,7,Southern Tier,Tompkins,400,390000
1848,2016,7,Hudson Valley,Ulster,1600,1420000
1849,2016,7,Unknown Geography,Unknown,200,220000
1850,2016,7,Capital,Warren,400,430000
1851,2016,7,Capital,Washington,400,400000
1852,2016,7,Finger Lakes,Wayne,900,790000
1853,2016,7,Hudson Valley,Westchester,7000,7110000
1854,2016,7,Finger Lakes,Wyoming,400,330000
1855,2016,7,Finger Lakes,Yates,200,130000
1856,2016,6,Capital,Albany,1900,1890000
1857,2016,6,Western New York,Allegany,400,370000
1858,2016,6,New York City,Bronx,13500,13070000
1859,2016,6,Southern Tier,Broome,1500,1250000
1860,2016,6,Western New York,Cattaraugus,800,660000
1861,2016,6,Central New York,Cayuga,700,580000
1862,2016,6,Western New York,Chautauqua,1600,1030000
1863,2016,6,Southern Tier,Chemung,700,630000
1864,2016,6,Southern Tier,Chenango,500,420000
1865,2016,6,North Country,Clinton,900,690000
1866,2016,6,Capital,Columbia,300,300000
1867,2016,6,Central New York,Cortland,400,360000
1868,2016,6,Southern Tier,Delaware,300,270000
1869,2016,6,Hudson Valley,Dutchess,1700,1820000
1870,2016,6,Western New York,Erie,7600,6870000
1871,2016,6,North Country,Essex,200,170000
1872,2016,6,North Country,Franklin,300,280000
1873,2016,6,Mohawk Valley,Fulton,400,380000
1874,2016,6,Finger Lakes,Genesee,400,430000
1875,2016,6,Capital,Greene,300,300000
1876,2016,6,North Country,Hamilton,0,10000
1877,2016,6,Mohawk Valley,Herkimer,400,350000
1878,2016,6,North Country,Jefferson,900,860000
1879,2016,6,New York City,Kings,20000,21130000
1880,2016,6,North Country,Lewis,400,360000
1881,2016,6,Finger Lakes,Livingston,600,520000
1882,2016,6,Central New York,Madison,500,430000
1883,2016,6,Finger Lakes,Monroe,5700,5250000
1884,2016,6,Mohawk Valley,Montgomery,500,420000
1885,2016,6,Long Island,Nassau,8300,9410000
1886,2016,6,New York City,New York,13900,15490000
1887,2016,6,Western New York,Niagara,2300,1900000
1888,2016,6,Mohawk Valley,Oneida,1500,1310000
1889,2016,6,Central New York,Onondaga,3100,2950000
1890,2016,6,Finger Lakes,Ontario,700,670000
1891,2016,6,Hudson Valley,Orange,2300,2300000
1892,2016,6,Finger Lakes,Orleans,400,320000
1893,2016,6,Central New York,Oswego,1200,1070000
1894,2016,6,Mohawk Valley,Otsego,400,340000
1895,2016,6,Out-of-State Resident,Out-of-State,14100,17960000
1896,2016,6,Hudson Valley,Putnam,600,660000
1897,2016,6,New York City,Queens,15300,16700000
1898,2016,6,Capital,Rensselaer,1100,1110000
1899,2016,6,New York City,Richmond,3200,3300000
1900,2016,6,Hudson Valley,Rockland,1600,1690000
1901,2016,6,Capital,Saratoga,1300,1420000
1902,2016,6,Capital,Schenectady,1200,1200000
1903,2016,6,Mohawk Valley,Schoharie,300,250000
1904,2016,6,Southern Tier,Schuyler,200,130000
1905,2016,6,Finger Lakes,Seneca,200,190000
1906,2016,6,Southern Tier,Steuben,1000,810000
1907,2016,6,North Country,St. Lawrence,1000,850000
1908,2016,6,Long Island,Suffolk,10300,11150000
1909,2016,6,Hudson Valley,Sullivan,400,430000
1910,2016,6,Southern Tier,Tioga,300,310000
1911,2016,6,Southern Tier,Tompkins,400,410000
1912,2016,6,Hudson Valley,Ulster,1300,1240000
1913,2016,6,Unknown Geography,Unknown,200,230000
1914,2016,6,Capital,Warren,500,420000
1915,2016,6,Capital,Washington,400,410000
1916,2016,6,Finger Lakes,Wayne,800,760000
1917,2016,6,Hudson Valley,Westchester,5900,6460000
1918,2016,6,Finger Lakes,Wyoming,400,310000
1919,2016,6,Finger Lakes,Yates,200,140000
1920,2016,5,Capital,Albany,2100,2100000
1921,2016,5,Western New York,Allegany,500,470000
1922,2016,5,New York City,Bronx,15700,15390000
1923,2016,5,Southern Tier,Broome,1600,1460000
1924,2016,5,Western New York,Cattaraugus,1000,920000
1925,2016,5,Central New York,Cayuga,800,820000
1926,2016,5,Western New York,Chautauqua,1700,1180000
1927,2016,5,Southern Tier,Chemung,800,810000
1928,2016,5,Southern Tier,Chenango,500,470000
1929,2016,5,North Country,Clinton,1100,820000
1930,2016,5,Capital,Columbia,400,390000
1931,2016,5,Central New York,Cortland,500,480000
1932,2016,5,Southern Tier,Delaware,400,360000
1933,2016,5,Hudson Valley,Dutchess,1800,2120000
1934,2016,5,Western New York,Erie,8200,8090000
1935,2016,5,North Country,Essex,400,270000
1936,2016,5,North Country,Franklin,500,410000
1937,2016,5,Mohawk Valley,Fulton,500,530000
1938,2016,5,Finger Lakes,Genesee,500,500000
1939,2016,5,Capital,Greene,500,470000
1940,2016,5,North Country,Hamilton,100,70000
1941,2016,5,Mohawk Valley,Herkimer,700,580000
1942,2016,5,North Country,Jefferson,1400,1210000
1943,2016,5,New York City,Kings,23300,24130000
1944,2016,5,North Country,Lewis,500,490000
1945,2016,5,Finger Lakes,Livingston,700,640000
1946,2016,5,Central New York,Madison,600,560000
1947,2016,5,Finger Lakes,Monroe,5700,5900000
1948,2016,5,Mohawk Valley,Montgomery,700,580000
1949,2016,5,Long Island,Nassau,9600,10580000
1950,2016,5,New York City,New York,14500,16560000
1951,2016,5,Western New York,Niagara,2600,2380000
1952,2016,5,Mohawk Valley,Oneida,1900,1740000
1953,2016,5,Central New York,Onondaga,3500,3430000
1954,2016,5,Finger Lakes,Ontario,900,840000
1955,2016,5,Hudson Valley,Orange,2400,2630000
1956,2016,5,Finger Lakes,Orleans,400,360000
1957,2016,5,Central New York,Oswego,1500,1260000
1958,2016,5,Mohawk Valley,Otsego,500,380000
1959,2016,5,Out-of-State Resident,Out-of-State,14900,19630000
1960,2016,5,Hudson Valley,Putnam,600,730000
1961,2016,5,New York City,Queens,17700,19150000
1962,2016,5,Capital,Rensselaer,1300,1250000
1963,2016,5,New York City,Richmond,3900,3990000
1964,2016,5,Hudson Valley,Rockland,1800,1880000
1965,2016,5,Capital,Saratoga,1500,1690000
1966,2016,5,Capital,Schenectady,1400,1440000
1967,2016,5,Mohawk Valley,Schoharie,400,360000
1968,2016,5,Southern Tier,Schuyler,200,200000
1969,2016,5,Finger Lakes,Seneca,300,270000
1970,2016,5,Southern Tier,Steuben,1200,1060000
1971,2016,5,North Country,St. Lawrence,1200,1080000
1972,2016,5,Long Island,Suffolk,13400,13610000
1973,2016,5,Hudson Valley,Sullivan,600,540000
1974,2016,5,Southern Tier,Tioga,400,390000
1975,2016,5,Southern Tier,Tompkins,400,460000
1976,2016,5,Hudson Valley,Ulster,1400,1430000
1977,2016,5,Unknown Geography,Unknown,200,260000
1978,2016,5,Capital,Warren,800,650000
1979,2016,5,Capital,Washington,500,530000
1980,2016,5,Finger Lakes,Wayne,900,860000
1981,2016,5,Hudson Valley,Westchester,6000,6960000
1982,2016,5,Finger Lakes,Wyoming,500,410000
1983,2016,5,Finger Lakes,Yates,200,160000
1984,2016,4,Capital,Albany,2100,2090000
1985,2016,4,Western New York,Allegany,600,540000
1986,2016,4,New York City,Bronx,14200,12880000
1987,2016,4,Southern Tier,Broome,2100,1790000
1988,2016,4,Western New York,Cattaraugus,1300,1090000
1989,2016,4,Central New York,Cayuga,1000,990000
1990,2016,4,Western New York,Chautauqua,2100,1380000
1991,2016,4,Southern Tier,Chemung,1000,850000
1992,2016,4,Southern Tier,Chenango,600,510000
1993,2016,4,North Country,Clinton,1000,860000
1994,2016,4,Capital,Columbia,500,450000
1995,2016,4,Central New York,Cortland,700,700000
1996,2016,4,Southern Tier,Delaware,500,390000
1997,2016,4,Hudson Valley,Dutchess,2000,2100000
1998,2016,4,Western New York,Erie,10100,8990000
1999,2016,4,North Country,Essex,500,430000
2000,2016,4,North Country,Franklin,600,530000
2001,2016,4,Mohawk Valley,Fulton,600,570000
2002,2016,4,Finger Lakes,Genesee,800,670000
2003,2016,4,Capital,Greene,600,540000
2004,2016,4,North Country,Hamilton,200,130000
2005,2016,4,Mohawk Valley,Herkimer,900,800000
2006,2016,4,North Country,Jefferson,1800,1570000
2007,2016,4,New York City,Kings,20300,20260000
2008,2016,4,North Country,Lewis,700,660000
2009,2016,4,Finger Lakes,Livingston,1000,770000
2010,2016,4,Central New York,Madison,800,740000
2011,2016,4,Finger Lakes,Monroe,7400,6200000
2012,2016,4,Mohawk Valley,Montgomery,700,700000
2013,2016,4,Long Island,Nassau,9100,9460000
2014,2016,4,New York City,New York,13800,14320000
2015,2016,4,Western New York,Niagara,3500,2910000
2016,2016,4,Mohawk Valley,Oneida,2300,2030000
2017,2016,4,Central New York,Onondaga,4100,3630000
2018,2016,4,Finger Lakes,Ontario,1200,1030000
2019,2016,4,Hudson Valley,Orange,2600,2500000
2020,2016,4,Finger Lakes,Orleans,500,480000
2021,2016,4,Central New York,Oswego,1700,1400000
2022,2016,4,Mohawk Valley,Otsego,600,530000
2023,2016,4,Out-of-State Resident,Out-of-State,15200,17710000
2024,2016,4,Hudson Valley,Putnam,600,670000
2025,2016,4,New York City,Queens,16400,16620000
2026,2016,4,Capital,Rensselaer,1400,1410000
2027,2016,4,New York City,Richmond,3200,3210000
2028,2016,4,Hudson Valley,Rockland,1700,1710000
2029,2016,4,Capital,Saratoga,1800,1850000
2030,2016,4,Capital,Schenectady,1400,1360000
2031,2016,4,Mohawk Valley,Schoharie,500,430000
2032,2016,4,Southern Tier,Schuyler,300,290000
